SalePrice,1stFlrSF,2ndFlrSF,MSSubClass,LotArea,OverallCond,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd
147000,996,0,85,9069,6,996,1,2,1,5
83500,546,546,160,1974,5,1092,1,3,1,6
252000,1082,871,60,10574,5,1953,2,3,1,9
137500,970,739,160,2522,5,1709,2,3,1,7
197000,1247,0,120,3316,5,1247,1,1,1,4
92900,1040,0,90,8544,4,1040,2,2,2,6
160000,624,628,160,2160,5,1252,2,2,1,4
136500,1390,304,50,8400,5,1694,2,4,1,7
146000,1200,0,20,9230,8,1200,1,1,1,6
129000,936,0,20,5868,7,936,1,2,1,4
176432,1314,0,20,9317,5,1314,2,3,1,6
127000,773,582,70,6882,7,1355,1,3,1,7
170000,1088,0,120,3696,5,1088,1,2,1,5
128000,757,567,50,6000,6,1324,1,3,1,6
157000,1601,0,20,11880,5,1601,2,3,1,7
60000,438,0,30,8400,5,438,1,1,1,3
119500,950,0,20,9758,5,950,1,3,1,5
135000,1134,0,20,7000,7,1134,1,2,1,6
159500,1194,0,20,8910,6,1194,1,3,1,6
106000,630,672,160,2016,5,1302,2,3,1,6
325000,1500,1122,60,12256,5,2622,2,3,1,9
179900,1442,0,20,10357,5,1442,2,3,1,6
274725,887,1134,60,23257,5,2021,2,3,1,9
181000,948,742,60,8063,5,1690,2,3,1,7
280000,1836,0,20,11362,5,1836,2,3,1,7
188000,773,885,60,8000,5,1658,2,3,1,8
205000,1098,866,60,10480,6,1964,2,4,1,8
129900,816,0,20,7100,7,816,1,2,1,5
134500,1008,0,20,8923,7,1008,1,2,1,6
117000,833,0,20,5400,7,833,1,2,1,4
318000,1734,0,20,12085,5,1734,2,3,1,7
184100,779,640,80,7750,5,1419,2,3,1,7
130000,894,0,20,9764,7,894,1,3,1,5
140000,1021,580,80,13825,6,1601,1,3,1,6
133700,1040,0,20,7560,5,1040,1,3,1,6
118400,1012,0,30,8263,5,1012,1,2,1,6
212900,1552,0,20,10084,5,1552,2,3,1,7
112000,960,0,20,8926,3,960,1,3,1,5
118000,698,0,20,9405,9,698,1,2,1,4
163900,812,670,80,9125,5,1482,2,3,1,7
115000,1005,0,20,10434,5,1005,1,2,1,5
174000,1555,0,120,3684,5,1555,2,2,1,7
259000,1530,0,20,14572,5,1530,2,3,1,7
215000,847,1112,60,11796,5,1959,2,4,1,8
140000,936,0,90,7200,5,936,1,2,1,4
135000,1328,653,50,7804,3,1981,2,4,1,7
93500,974,0,20,10712,5,974,1,3,1,5
117500,1178,1032,70,9900,4,2210,2,5,1,8
239500,1142,878,60,9828,5,2020,2,3,1,8
169000,916,684,60,8773,5,1600,2,3,1,7
102000,986,0,30,6180,5,986,1,2,1,5
119000,1032,220,50,9600,5,1252,1,3,1,6
94000,780,240,50,6342,8,1020,1,2,1,6
196000,1567,0,20,9819,5,1567,2,2,1,5
144000,1167,0,30,8731,5,1167,1,3,1,6
139000,952,0,20,7350,7,952,1,2,1,4
197500,1088,780,60,10304,7,1868,2,4,1,9
424870,1466,1362,60,9965,5,2828,3,4,1,11
80000,1006,0,20,9000,3,1006,1,3,1,5
80000,672,252,190,12180,4,924,1,2,1,5
149000,1042,534,50,6240,6,1576,1,3,1,8
180000,1298,0,20,11200,5,1298,2,3,1,5
174500,860,704,70,12000,7,1564,1,3,1,7
116900,572,539,50,5700,7,1111,1,2,1,5
143000,832,650,70,9000,9,1482,1,3,1,7
124000,932,0,20,8280,5,932,1,2,1,4
149900,1466,0,20,17755,4,1466,1,3,1,6
230000,1811,0,20,14115,7,1811,1,2,1,6
120500,816,0,30,5890,8,816,1,2,1,5
201800,902,918,60,13700,6,1820,1,4,1,8
218000,1437,0,20,10768,8,1437,2,3,1,6
179900,1265,0,80,9350,8,1265,2,3,1,6
230000,1314,0,120,5001,5,1314,2,2,1,6
235128,1580,0,20,11932,5,1580,2,3,1,7
185000,943,933,60,9120,6,1876,2,4,1,8
146000,855,601,160,2280,5,1456,2,3,1,7
224000,1640,0,20,14778,7,1640,1,3,1,7
129000,894,0,20,8724,5,894,1,3,1,5
108959,1258,0,90,12900,4,1258,0,0,2,6
194000,1432,0,80,16157,7,1432,1,2,1,5
233170,1502,0,20,9541,5,1502,2,3,1,7
245350,1694,0,20,10475,5,1694,2,3,1,7
173000,959,712,60,10852,5,1671,2,3,1,7
235000,1236,872,70,13728,7,2108,2,4,1,7
625000,1831,1796,60,35760,5,3627,3,4,1,10
171000,1118,0,80,9880,6,1118,1,3,1,6
163000,1261,0,20,9120,6,1261,1,3,1,6
171900,625,625,160,4017,5,1250,2,2,1,5
200500,1636,971,50,18030,6,3086,3,3,1,12
239000,1170,1175,70,16560,8,2345,2,4,1,9
285000,2129,743,50,10678,5,2872,2,4,1,9
119500,923,0,20,6951,5,923,1,3,1,5
115000,818,406,50,3950,8,1224,1,3,1,5
154900,820,523,50,7681,6,1343,1,3,1,7
93000,1124,0,20,8335,5,1124,1,3,1,5
250000,1298,1216,60,11170,5,2514,2,4,1,8
392500,1652,0,120,5587,5,1652,2,2,1,5
745000,2411,2065,60,15623,5,4476,3,4,1,10
120000,1130,0,30,10800,6,1130,1,2,1,5
186700,1572,0,20,35133,4,1572,1,3,1,5
104900,949,272,50,9738,7,1221,1,4,1,7
95000,1014,685,190,10615,5,1699,2,3,2,7
262000,1624,0,20,12461,5,1624,2,2,1,5
195000,831,829,60,8935,5,1660,2,3,1,7
189000,1028,776,60,7500,5,1804,2,3,1,7
168000,1622,0,190,32463,4,1622,1,3,1,7
174000,764,677,160,2645,5,1441,2,2,1,5
125000,842,630,50,9600,8,1472,1,3,1,6
165000,1224,0,120,4500,5,1224,2,2,1,5
158000,663,689,60,9364,7,1352,1,4,1,7
176000,728,728,60,8029,5,1456,2,3,1,8
219210,879,984,60,14054,5,1863,2,4,1,9
144000,815,875,75,8850,6,1690,1,3,1,7
178000,1212,0,20,9100,5,1212,2,3,1,6
148000,1382,0,20,11235,5,1382,1,3,1,6
116050,864,0,20,9353,5,864,1,3,1,5
197900,866,913,60,10400,5,1779,2,3,1,6
117000,884,464,50,6000,8,1348,1,3,1,5
213000,1630,0,20,9750,5,1630,2,3,1,6
153500,1074,0,20,10140,6,1074,1,3,1,6
271900,2196,0,20,14684,7,2196,2,3,1,7
107000,1056,0,20,8900,4,1056,1,2,1,5
200000,1700,0,20,9135,5,1700,2,3,1,7
140000,1283,0,20,7763,7,1283,1,3,1,6
290000,1660,0,20,10182,5,1660,2,3,1,8
189000,1055,790,60,11218,5,1845,2,3,1,8
164000,1080,672,50,12134,7,1752,2,4,1,8
113000,672,0,30,9340,6,672,1,2,1,4
145000,960,0,80,10246,9,960,0,0,1,3
134500,999,0,85,10205,5,999,1,3,1,6
125000,894,0,20,7094,5,894,1,3,1,5
112000,1318,584,90,8930,5,1902,2,4,2,8
229456,1314,0,20,8640,5,1314,2,3,1,6
80500,672,240,50,6240,5,912,1,2,1,3
91500,672,546,160,1680,5,1218,1,3,1,7
115000,912,0,20,7800,5,912,1,2,1,5
134000,1211,0,20,8250,5,1211,1,3,1,5
143000,1168,678,50,10496,6,1846,2,3,1,7
137900,2136,0,20,10680,3,2136,2,4,1,7
184000,788,702,60,15384,5,1490,2,3,1,8
145000,1138,0,80,10482,8,1138,1,3,1,6
214000,894,1039,60,14598,5,1933,2,4,1,9
147000,912,0,20,8872,8,912,1,2,1,5
367294,1702,0,120,8769,5,1702,1,1,1,7
127000,1507,0,80,7910,5,1507,2,4,1,7
190000,1361,1259,90,18890,5,2620,2,4,2,12
132500,1190,0,90,7728,6,1190,1,3,1,6
101800,1224,0,90,9842,5,1224,2,2,2,6
142000,1188,0,20,12160,5,1188,1,3,1,6
130000,1024,940,70,8525,6,1964,1,4,1,7
138887,892,892,70,13132,5,1784,1,4,1,9
175500,764,862,160,2628,5,1626,2,2,1,6
195000,847,1101,60,12393,5,1948,2,4,1,8
142500,1141,0,20,13072,5,1141,1,3,1,6
265900,1484,0,20,9037,5,1484,2,2,1,6
224900,884,884,60,8158,5,1768,2,3,1,8
248328,1689,0,20,9849,6,1689,2,3,1,7
170000,1173,0,85,10625,6,1173,2,3,1,6
465000,2076,0,20,13891,5,2076,2,2,1,7
230000,792,725,70,11435,7,1517,1,3,1,7
178000,1140,728,80,12090,7,1868,3,3,1,7
186500,756,797,60,8125,5,1553,2,3,1,6
169900,1034,0,80,12328,5,1034,1,3,1,6
129500,1134,924,75,9600,5,2058,1,3,1,8
119000,988,0,20,7200,7,988,1,3,1,6
244000,2110,0,20,11160,5,2110,2,3,1,8
171750,1405,0,120,3136,5,1405,2,2,1,6
130000,874,0,20,9858,6,874,1,3,1,5
294000,1516,651,60,17542,7,2167,2,3,1,9
165400,760,896,60,6931,5,1656,2,3,1,7
127500,959,408,50,6240,6,1367,1,3,1,6
301500,1987,0,20,14303,5,1987,2,2,1,7
99900,864,0,30,4060,8,864,1,2,1,4
190000,1166,0,80,9587,5,1166,2,2,1,5
151000,1054,0,20,9750,8,1054,1,3,1,6
181000,892,783,60,24682,5,1675,2,3,1,7
128900,1050,0,20,9600,6,1050,1,2,1,5
161500,1104,684,50,11250,5,1788,1,5,1,8
180500,1060,764,70,13515,6,1824,1,3,1,8
181000,1337,0,120,4060,5,1337,2,2,1,5
183900,713,739,160,3735,5,1452,2,3,1,6
122000,964,925,190,10120,4,1889,1,4,2,9
378500,2018,0,20,13214,5,2018,2,3,1,10
381000,1968,1479,50,14100,9,3447,3,4,1,11
144000,874,650,50,11344,5,1524,1,3,1,7
260000,1332,192,40,23595,6,1524,0,0,1,4
185750,1489,0,20,9156,7,1489,2,3,1,7
137000,935,0,20,13526,6,935,1,3,1,5
177000,1357,0,80,11512,7,1357,1,2,1,5
139000,661,589,50,5362,6,1250,2,3,1,8
137000,928,992,90,11345,5,1920,2,4,2,10
162000,735,660,60,12936,6,1395,1,3,1,6
197900,1724,0,80,17871,5,1724,1,3,1,7
237000,1128,903,60,9473,5,2031,2,3,1,7
68400,698,430,50,7500,4,1128,1,2,1,6
227000,1573,0,20,9808,5,1573,2,3,1,6
180000,1339,0,20,8049,5,1339,2,2,1,6
150500,1040,0,20,8800,7,1040,2,3,1,5
139000,912,912,90,9400,5,1824,2,4,2,8
169000,1699,748,50,9638,7,2447,2,4,1,10
132500,825,587,50,6000,6,1412,1,4,1,6
143000,1328,0,20,9790,5,1328,1,3,1,6
190000,1582,0,20,36500,5,1582,2,4,1,7
278000,1659,0,120,5664,5,1659,2,2,1,5
281000,1120,850,60,11065,5,1970,2,3,1,8
180500,1152,0,80,14112,7,1152,1,3,1,6
119500,630,672,160,1680,7,1302,2,3,1,6
107500,1378,994,70,6600,4,2372,2,4,2,11
162900,832,832,60,10140,5,1664,2,4,1,8
115000,864,0,20,8172,7,864,1,2,1,5
138500,1052,0,20,8400,5,1052,1,3,1,5
155000,1128,0,20,8700,6,1128,2,3,1,6
140000,1072,0,180,3675,5,1072,2,2,1,5
160000,4692,950,60,63887,5,5642,2,3,1,12
154000,1246,0,20,7500,7,1246,1,3,1,6
225000,1005,978,60,10762,5,1983,2,3,1,9
177500,753,741,70,7500,7,1494,1,3,1,7
290000,1203,1323,60,10120,5,2526,2,4,1,8
232000,1616,0,20,8688,5,1616,2,3,1,7
130000,976,732,160,3363,5,1708,2,3,1,7
325000,1652,0,20,13173,5,1652,2,2,1,6
202500,1368,0,120,6955,5,1368,2,2,1,6
138000,990,0,20,8072,5,990,1,3,1,5
147000,1122,0,20,12000,7,1122,1,2,1,6
179200,1294,0,20,7153,5,1294,2,3,1,6
335000,1902,0,20,17500,8,1902,2,3,1,7
203000,1274,0,20,8814,5,1274,2,3,1,6
302000,1453,1357,60,9572,5,2810,2,4,1,9
333168,1422,1177,60,14774,5,2599,2,4,1,10
119000,948,0,20,8190,6,948,1,3,1,5
206900,1092,1020,60,11075,5,2112,2,4,1,9
295493,1630,0,20,10226,5,1630,2,3,1,8
208900,1352,0,120,4230,5,1352,2,2,1,5
275000,1787,0,20,14781,5,1787,2,3,1,7
111000,948,0,20,10215,5,948,1,3,1,5
156500,1478,0,20,8400,3,1478,1,3,1,6
72500,720,0,20,6627,6,720,1,2,1,4
190000,1061,862,60,10186,5,1923,2,3,1,8
82500,708,0,30,5330,7,708,1,2,1,5
147000,1795,0,20,9986,5,1795,2,2,1,7
55000,796,0,30,3636,4,796,1,2,1,5
79000,774,0,30,4270,6,774,1,3,1,6
130500,816,0,20,6600,9,816,1,3,1,5
256000,1584,1208,50,10440,7,2792,2,5,1,8
176500,955,677,60,9084,5,1632,2,3,1,8
227000,1588,0,20,10000,5,1588,2,3,1,7
132500,954,0,80,10780,5,954,1,3,1,6
100000,816,0,20,8877,6,816,1,2,1,3
125500,803,557,50,7200,6,1360,1,2,1,6
125000,765,600,160,2368,6,1365,1,3,1,7
167900,1334,0,20,9650,5,1334,2,2,1,6
135000,1656,0,90,9246,5,1656,2,4,2,8
52500,693,0,30,4118,4,693,1,2,1,4
200000,920,941,60,13450,5,1861,2,3,1,8
128500,864,0,20,9560,7,864,1,3,1,5
123000,872,0,20,8294,5,872,1,3,1,5
155000,1114,0,20,13695,5,1114,1,3,1,6
228500,1284,885,60,9375,5,2169,2,3,1,7
177000,1172,741,50,7558,6,1913,1,3,1,9
155835,728,728,60,11103,5,1456,2,3,1,8
108500,960,0,30,6000,4,960,1,2,1,5
262500,2156,0,20,20781,7,2156,2,3,1,9
283463,1776,0,20,15306,5,1776,2,3,1,7
215000,1494,0,20,16196,5,1494,2,3,1,5
122000,938,1215,70,5250,5,2358,2,4,1,8
200000,1338,1296,90,11643,5,2634,2,6,2,12
171000,858,858,60,9247,6,1716,1,4,1,8
134900,786,390,50,6000,9,1176,1,2,1,4
410000,2053,1185,50,14720,5,3238,2,4,1,9
235000,992,873,60,10316,5,1865,2,3,1,7
170000,1222,698,80,10192,6,1920,3,4,1,8
110000,892,0,20,9477,5,892,1,3,1,5
149900,1078,0,20,12537,6,1078,1,3,1,6
177500,769,804,160,2117,5,1573,2,3,1,5
315000,1980,0,20,16737,5,1980,2,3,1,8
189000,990,1611,70,9842,6,2601,3,4,1,8
260000,1530,0,20,16158,5,1530,2,3,1,7
104900,1281,457,50,12513,4,1738,2,4,1,7
156932,616,796,60,8499,5,1412,2,3,1,6
144152,520,600,160,3180,5,1200,2,2,1,4
216000,814,860,60,7500,5,1674,2,3,1,7
193000,882,908,60,9179,5,1790,2,3,1,7
127000,925,550,160,2665,6,1475,2,4,1,6
144000,848,0,120,4435,5,848,1,1,1,4
232000,1668,0,20,10635,5,1668,2,3,1,8
105000,840,534,50,5400,6,1374,1,2,1,6
165500,1661,0,80,9600,6,1661,1,3,1,8
274300,1108,989,60,9750,6,2097,2,3,1,8
466500,2633,0,20,11400,5,2633,2,2,1,8
250000,1026,932,60,10625,5,1958,2,3,1,9
239000,1571,0,20,10991,5,1571,2,3,1,7
91000,790,0,30,6292,5,790,1,2,1,4
117000,984,620,50,10998,5,1604,2,3,1,6
83000,483,504,160,1953,5,987,1,2,1,5
167500,754,640,80,9735,5,1394,2,3,1,7
58500,864,0,30,8212,3,864,1,2,1,5
237500,2117,0,20,12925,7,2117,2,4,1,7
157000,998,764,70,7200,7,1762,1,4,1,8
112000,1416,0,30,25339,7,1416,2,3,1,7
105000,698,560,50,9060,5,1258,1,2,1,6
125500,796,358,50,5436,8,1154,1,3,1,7
250000,1392,1392,60,16692,5,2784,3,5,1,12
136000,1664,862,50,8520,7,2526,2,5,1,10
377500,1746,0,20,14892,5,1746,2,3,1,7
131000,869,349,50,6000,6,1218,1,3,1,6
235000,1525,0,20,9100,5,1525,2,3,1,6
124000,1584,0,90,8944,5,1584,2,4,2,8
123000,900,0,85,7838,5,900,1,3,1,6
163000,1221,691,190,10800,7,1912,2,3,2,7
246578,1500,0,120,4045,5,1500,2,2,1,6
281213,1133,1349,60,12665,5,2482,2,4,1,9
160000,1687,0,20,57200,5,1687,1,3,1,7
137500,939,574,70,6120,8,1513,1,4,1,8
138000,1136,768,50,7200,4,1904,1,3,1,7
137450,1160,448,50,6171,6,1608,2,3,1,7
120000,950,208,50,6000,7,1158,1,3,1,5
193000,864,729,60,7415,5,1593,2,3,1,8
193879,1294,0,20,6762,5,1294,2,2,1,6
282922,1464,0,20,15256,5,1464,2,3,1,6
105000,694,520,50,10410,4,1214,1,3,1,6
275000,1646,0,120,3842,5,1646,2,2,1,5
133000,768,0,85,8445,7,768,1,2,1,5
112000,833,0,20,8780,5,833,1,3,1,5
125500,741,622,70,7740,7,1363,1,3,1,6
215000,1236,857,60,20544,6,2093,2,3,1,7
230000,944,896,60,12420,5,1840,2,3,1,6
140000,1112,556,50,9600,8,1668,1,3,1,6
90000,1040,0,90,7200,5,1040,2,2,2,6
257000,1844,0,20,10994,5,1844,2,2,1,7
207000,1053,795,50,13053,7,1848,1,4,1,8
175900,1569,0,120,3635,5,1569,2,1,1,7
122500,1246,1044,190,11340,6,2290,2,4,2,11
340000,1310,1140,60,16545,5,2450,2,3,1,7
124000,1144,0,20,9204,5,1144,1,3,1,6
223000,1844,0,20,16381,5,1844,2,3,1,7
179900,708,708,60,11700,6,1416,2,3,1,7
127500,1069,0,120,4043,5,1069,2,2,1,4
136500,848,0,120,4435,5,848,1,1,1,3
274970,1575,626,80,19690,7,2201,2,4,1,8
144000,1344,0,20,9503,5,1344,1,2,1,6
142000,1252,0,20,10721,6,1252,1,3,1,7
271000,1223,904,60,10944,5,2127,2,3,1,5
140000,1048,510,50,10930,6,1558,1,3,1,6
119000,804,0,30,7200,7,804,1,2,1,4
182900,1440,0,20,12546,7,1440,2,3,1,7
192140,734,1104,60,21930,5,1838,2,4,1,7
143750,958,0,120,4928,6,958,2,2,1,5
64500,968,0,30,10800,6,968,2,4,1,5
186500,962,830,60,10261,5,1792,2,3,1,8
160000,1126,0,20,17400,5,1126,2,3,1,5
174000,1537,0,20,8400,9,1537,1,3,1,7
120500,864,0,20,9000,6,864,1,3,1,5
394617,1932,0,20,12444,5,1932,2,2,1,7
149700,1236,0,20,7407,7,1236,1,2,1,6
197000,1040,685,60,11584,6,1725,2,3,1,6
191000,1423,748,70,11526,7,2555,2,3,1,11
149300,848,0,120,4426,5,848,1,1,1,3
310000,1026,981,60,11003,5,2007,2,3,1,10
121000,952,0,30,8854,6,952,1,2,1,4
179600,1422,0,20,8500,5,1422,2,3,1,7
129000,913,0,85,8400,5,913,1,3,1,6
157900,1188,0,20,26142,7,1188,1,3,1,6
240000,1220,870,60,10000,5,2090,2,3,1,8
112000,796,550,50,11767,7,1346,1,2,1,6
92000,630,0,180,1533,7,630,1,1,1,3
136000,896,896,90,9000,5,1792,2,4,2,8
287090,1578,0,20,9262,5,1578,2,3,1,7
145000,1072,0,180,3675,5,1072,1,2,1,5
84500,1140,0,20,17217,5,1140,1,3,1,6
185000,1221,0,20,7500,5,1221,2,2,1,6
175000,953,694,60,7917,5,1647,2,3,1,7
210000,2073,0,20,13175,6,2073,2,3,1,7
266500,1188,1152,70,9042,9,2340,2,4,1,9
142125,1078,0,20,9717,6,1078,1,2,1,5
147500,1256,0,20,9937,6,1256,1,3,1,6
